id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期,uid
5104715448975587	,P1YFyBEXx,转发微博,,,,,2024-11-25T21:47:46,HUAWEI P40 Pro 5G,0,0,0,,,2024-11-25 21:47:46,False,5836704090,老婆遍布全球,5078462143925697	,OwV9QgtfH,"写点上海渠道轮廓医生总结⚠️（就当看看八卦）：
🔮我最开始关注轮廓问题，看的就是上海渠道，而且当时身边有渠道轮廓的案例！
1️⃣郑康在 
      传闻中在手术台上要加钱的男人，案例偷老吴的ct还被客户发现了
，还有就是找郑康在就先准备好补骨的钱，他的ct我很早看过几个，感觉坑坑洼洼的。不过我觉得这是渠道轮廓的正常情况...毕竟神仙案例不是每台都能出的...
2️⃣金勇圭 
      属于保守派吧，相对于郑康在，崔宇景而言。可以做双鄂..
3️⃣崔宇景 
      我的一位整友就是他做的，渠道内很少磨眼眶骨的医生，以前的噱头是不插引流管，微创手术...话说回来他还是是女神以前的轮廓院长呢🤣，我整友对他挺满意的，标准鹅蛋🥚脸。不过我对他无感，中规中矩吧。
4️⃣吉文锡
      以前原辰的轮廓院长，ct常有不对称，切的还很猛，我都怕给人家切晕过去.....
5️⃣崔荣达 
      关注渠道的人都知道，崔在首尔丽格给女孩子做手术，一次全麻做了5个项目，女孩想要多住院观察几天，医院都不让住，从医院赶走女孩，出来几天跳河了...这件事抖音可搜......
 
还有几个医生，下次再写.....累了....",,,,,2024-09-14T11:06:31,iPhone 14 Pro Max,13,7,3,,,2024-09-14 11:06:31,2283345894
5104279158787995	,P1NjRAS9R,转发微博,,,,,2024-11-24T16:54:07,HUAWEI P40 Pro 5G,0,0,0,,,2024-11-24 16:54:07,False,1600001824,吐吐超幸福_封刀版,4857061542463859	,MnWqKakXF,"反馈下老吴轮廓 📌📌（我这次主要是吐槽的
首先，我找老吴是修复的！
我第一次轮廓 基本都推平了的（但是因为阔面不甘心，就再想推一次试试，事实也证明，没多大用。有点点改善，但不多，同时出现很多新的问题。自己权衡吧）
图1-4轮廓术前（我是真的天生头大，人矮，比例差，以及自拍真的会把脸拍窄的）
 第一次轮廓后5-6 那会已经颧骨差不多平了 主要是右侧45度有点没进去
然后很多人觉得我术后轮廓改善很大，说实话，真没有的！我应该说过好多次，对一下改善很大的，是额头缩小
脸颊凹陷问题 /不对称 刚做完几天是图7，实际感觉更加明显。现在是图8 没之前明显，但正常人都能看得出有凹坑，之前吃饭直男同事问我这里怎么了
 老吴给我推得右脸狠点，所以大小脸，坑也是右边更大，左边的浅一些。左边颧骨和下颌都有不对称，右边狠，这个从刚做完其实就一直存在，现在115天，依然是这样，看图9 10很直观。如果图9没有很明显，是因为我自拍都开镜像，镜像回去就是灾难
下颌下巴不满意（这个算我自己问题吧，术前也被老吴劝了很久，说我昨晚下巴线条会变好看，但人会不会好看/加分 他保持怀疑，让我别做。）我真的很后悔做了下颌和下巴  图11没做过的下巴下颌，是最清晰的 图12 第一次轮廓后 图12这次的。。。是大概就是用一点点正面的加分 换了所有侧面
整体来说 ：颧骨 我觉得就是还凑合吧
下颌下巴 至少对我来说 确实不咋地 （但因为也劝我别说，我自己硬要做。。。只能怪自己）",,"https://wx1.sinaimg.cn/large/5f5e1720ly1ha0pkmq7cwj20qr0wz77o.jpg,https://wx1.sinaimg.cn/large/5f5e1720ly1ha0pj91rgdj20wi1g0zue.jpg,https://wx2.sinaimg.cn/large/5f5e1720ly1ha0q0jgiodj20zu1fmhaj.jpg,https://wx1.sinaimg.cn/large/5f5e1720ly1ha0q0kmhrjj20zd0o2azl.jpg,https://wx4.sinaimg.cn/large/5f5e1720ly1ha0pfp121hj21sc2ds7wh.jpg,https://wx3.sinaimg.cn/large/5f5e1720ly1ha0pfnjf06j21sc2ds4qp.jpg,https://wx1.sinaimg.cn/large/5f5e1720ly1ha0qjmkhf1j20zu25ob10.jpg,https://wx2.sinaimg.cn/large/5f5e1720ly1ha0qjmw5kxj20hv0e13zi.jpg,https://wx2.sinaimg.cn/large/5f5e1720ly1ha0qpbhifej21sc2ds1ky.jpg,https://wx1.sinaimg.cn/large/5f5e1720ly1ha0qq2ialwj20zu25o7wh.jpg,https://wx3.sinaimg.cn/large/5f5e1720ly1ha0qt5nszrj20sg0ydtcw.jpg,https://wx2.sinaimg.cn/large/5f5e1720ly1ha0qsili73j20zj0ergn0.jpg,https://wx2.sinaimg.cn/large/5f5e1720ly1ha0qsm48c0j20k908qt9n.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F001KLYQYjx082i2IOktp0f0f0100dwSa0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F0014ICz4jx082i2IDOLJ0f0f0100n49m0k01.mov,,2023-01-12T12:19:34,iPhone 14 Pro Max,118,81,42,,,2023-01-12 12:19:34,2283345894
5102358076067199	,P0Zllpsm3,转发微博,,,,,2024-11-19T09:40:25,HUAWEI P40 Pro 5G,0,0,0,,,2024-11-19 09:40:25,False,1212007327,朱海杰医生,4587608954643451	,JAL6LjtYn,"#颏下垂#  #隆下巴#  #下巴修复# 
      临床中有很多短颏的求美者，用注射填充的方法进行隆颏。反复多次进行颏部注射后出现颏部翘度的缺失，而呈现出颏部纵向变长、下垂，表情时更加明显。这就是“颏部软组织下垂”。
      颏肌的起点位于下颌切牙、侧切牙下端的牙槽骨表面（图1.矢状切面），止于颏部皮肤，作用是上提、收紧颏部皮肤，收紧时呈现橘皮样外观（图2）。同时也是口裂以下唯一力量向上的表情肌（图3箭头所指为颏肌及运动方向）。
常见引起颏部下垂的原因主要分为三类：
       1.颏部位置的相对移动，使颏部肌肉长度相对延长，运动时不能有效收紧颏部皮肤及组织。例如颏部发育过长，通过手术截骨后移颏部位置，或颏部其前端打磨缩短引起的颏肌相对过长、周围软组织相对过多引起。
        2.颏肌离断后未进行缝合复位，引起颏肌退缩、废用。从而丧失颏部收紧、上提功能。
        3.长期大量注射填充物在颏肌内，引起颏肌的纤维化而丧失功能。长期填充还会使颏部皮肤、软组织松弛。以上三种引起的颏肌对于颏部皮肤、组织上提、收紧功能丧失。同时力量向下的表情肌牵拉作用使得颏部形成下垂外观。
     避免和解决方案：
1.对于颏部位置相对改变引起的颏下垂，可以颏肌折叠或缩短（目前是难点，部分人改善有限）
2.对于下颌前庭沟入路（图4），从手术角度讲，最重要表情肌就是颏肌（虽然一直被忽视），因为其它面部表情肌都可以在骨膜剥离时，连同骨膜一起从下颌骨表面掀，关闭伤口时很容易重新附着。颏肌有所不同，它是下颌部唯一的上提肌肉，手术切开时要离断（图5）。如果颏肌在缝合时不能准确复位，颏肌就会退缩。颏部就会显得下垂，下唇松弛、呆板，下牙也暴漏更多。颏部手术避免颏部下垂的关键点就是颏肌准确复位（图6、7）。
3.对于长期注射隆颏引起的颏下垂，最好避免的方法就是通过颏部截骨前移或假体填充的方法改善短颏。目前除玻尿酸外，各类不明注射物注射隆颏也非常多见，除颏下垂外还有臃肿样外观，且取出困难。对于注射填充引起的颏下垂，往往颏肌功能已经丧失，修复重点是最大限度溶解、取出注射物，假体有效支撑同时进行有效的颏部组织提升。（8、9、10、11临床案例）",,"https://wx4.sinaimg.cn/large/483dc39fgy1gm54bcjjdaj20bg08cjwa.jpg,https://wx2.sinaimg.cn/large/483dc39fgy1gm548grxhnj20c2091jrj.jpg,https://wx2.sinaimg.cn/large/483dc39fgy1gm548klo0qj20840d5ait.jpg,https://wx2.sinaimg.cn/large/483dc39fgy1gm549z6oy0j20b007ljw6.jpg,https://wx4.sinaimg.cn/large/483dc39fgy1gm549sfknaj20ay06f79p.jpg,https://wx1.sinaimg.cn/large/483dc39fgy1gm549mdsckj20d8092dn4.jpg,https://wx3.sinaimg.cn/large/483dc39fgy1gm549skhmrj206l08w42u.jpg,https://wx3.sinaimg.cn/large/483dc39fgy1gm54o8l8q7j21400u0thy.jpg,https://wx3.sinaimg.cn/large/483dc39fgy1gm54o8pyy3j20rt1jl7ja.jpg,https://wx2.sinaimg.cn/large/483dc39fgy1gm54o8t603j20rt2k57u1.jpg,https://wx4.sinaimg.cn/large/483dc39fgy1gm54o8w991j20u0190jwf.jpg",,,2020-12-29T23:11:11,微博 weibo.com,11,10,18,"颏下垂,隆下巴,下巴修复",,2020-12-29 23:11:11,2283345894
5104366189023718	,P1PAeBRtQ,"马上离开韩国🇰🇷了 总结一下一个月做完的项目
1.小腿肉毒200u
2.溶脂9cc
3.咬肌50u
4.唾液腺肉毒100u
5.乔雅登嘴巴
6.斜方肌肉毒
7..老吴颧骨内推
8.sway魔滴340cc
9.纹发缝 纹发际线 纹眉 纹唇
待做项目：隆鼻
                    二切下至 ",,,,,2024-11-24T22:39:56,iPhone客户端,0,0,0,,,2024-11-24 22:39:56,True,,,,,,,,,,,,,,,,,,5546923605
5105451442373681	,P2hOE9Xvb,啥叼毛做成这样,,,,,2024-11-27T22:32:21,,0,0,0,,,2024-11-27 22:32:21,False,7914773866,ljq轮廓避雷_举报sqj,5105066781967859	,P27Oe8fVF,"举报西安交通大学第二附属医院、前唐都医院，李金清轮廓事由，术后致残。@1818黄金眼 @澎湃新闻 @新浪新闻 @郭军颌面外科 @蓝莓医生 @整形医生修志夫 @健康中国 @西安交通大学第二附属医院 @上海九院韦敏教授 
ljq轮廓术后反馈 李金清面部轮廓整形 ",,"https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxoaydqqj30u01t2n2r.jpg,https://wx3.sinaimg.cn/large/008DDAf0gy1hvzxkyk3z9j30u01t2qca.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxkwdxjxj30u01t2k17.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxkz9li7j30u01t2k1m.jpg,https://wx2.sinaimg.cn/large/008DDAf0gy1hvzxl033wwj30u01t2tjm.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl0t7ynj30u01t2491.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxl1myfbj30u01t2gw1.jpg,https://wx4.sinaimg.cn/large/008DDAf0gy1hvzxl25bsej30u01t2wgp.jpg,https://wx1.sinaimg.cn/large/008DDAf0gy1hvzxnmjpr0j30u01t2gvm.jpg",,,2024-11-26T21:03:51,iPhone 15,67,9,49,,"1818黄金眼,澎湃新闻,新浪新闻,郭军颌面外科,蓝莓医生,整形医生修志夫,健康中国,西安交通大学第二附属医院,上海九院韦敏教授",2024-11-26 21:03:51,7268473594
5102351322449920	,P0ZasahkQ,转发微博,,,,,2024-11-19T09:13:35,iPhone 15 Plus,0,0,0,,,2024-11-19 09:13:35,False,6254804684,番茄酱鲸鱼,4956841895790860	,NnQItoisY,"【眶骨注射矫正眼尾下垂】的分享～
有没有人跟我一样，我的眼眶骨尾端支撑不足。做过双眼皮/眼部热玛吉，但眼睛看起来老老的。
💉医生：杭州加颜柳春红
她审美非常好，推荐大家面面。看出我眶骨后端发育不足的问题，需要填一点眶骨支撑。
她给我的方案：
1⃣️弗曼注射眶骨后端，补骨，抬升眼尾
2⃣️拉长我的卧蚕，避免短圆显得更呆
眼眶骨后端，这里很难用硬质材料打，很容易挤眼睛变形，综合各方决定用弗曼胶原蛋白，生物粘性好，内聚力强。
卧蚕用质颜➕弗曼混合，不水肿不流动。
我打完很满意，眼尾一下子饱满了，不下垂了年轻。是那种润物无声的好看。
图一是我的眼眶骨。
图二划线，注射点位。
图三注射卧蚕。注射眶骨缺失时我没敢拍。
图四五六恢复后，眼睛有神多了！",,"https://wx1.sinaimg.cn/large/006Piwqwly1hiv2jflwqrj309o0e6jsg.jpg,https://wx4.sinaimg.cn/large/006Piwqwly1hiv2qko5o9j30ru11r158.jpg,https://wx1.sinaimg.cn/large/006Piwqwly1hiv2jgeyxaj30wi18cam4.jpg,https://wx4.sinaimg.cn/large/006Piwqwly1hiv2qezwy8j31sc1xckjg.jpg,https://wx4.sinaimg.cn/large/006Piwqwly1hiv2qhdutkj31sc26ue81.jpg,https://wx2.sinaimg.cn/large/006Piwqwly1hiv2rm1dtcj31o0280b29.jpg",https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F004F5Z9hjx089ndWtwnB0f0f0100lpIv0k01.mov;https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F002ySgHNjx089ndWyzKg0f0f0100nOtQ0k01.mov,,2023-10-14T20:31:04,iPhone 14,206,48,106,,,2023-10-14 20:31:04,7627535954
5103270424478296	,P1n4SiN0A,转发微博,,,,,2024-11-21T22:05:45,iPhone客户端,0,0,0,,,2024-11-21 22:05:45,False,3210599181,柏林君在减肥,5103242042937695	,P1ml6ckeb,"一篇解决你的眼霜选择困难症
经常有朋友给我留言
就是让我直接给她们推荐一款眼霜
就是亲爱的如果你不告诉我你用这个眼霜想达到什么样的效果和你眼周肤质情况是个什么情况
我真的没办法给你推荐适合你的眼霜的
各位问我问题就代表信任我 所以我也要对大家负责
所以我干脆出这样一篇比较简单但是你看了之后能大大减少踩雷几率的挑眼霜的功课好了
首先我希望大家清楚的知道
市面上这些眼霜能做到什么 不能做到什么 
你按照这个能做到的功效 去针对性的挑选适合你的眼霜
能做到的：
1️⃣淡化预防真性细纹 改善眼周肤质变的嫩一些 也就是抗老
2️⃣滋润眼周 让你不要有干纹干燥困扰 也就是保湿
3️⃣加强眼周循环淡化血管型黑眼圈浮肿 预防色素型黑眼圈生成  也就是提亮
不能做到的：
很多朋友老问的什么眼霜能淡化一整条泪沟 改善老化造成的眼袋 把下垂的眼角给提起来
甚至是眼皮子耷拉的快睁不开了 想恢复原样
眼霜最多只能预防 对已经形成的是没有改善的
这几个问题的朋友你要么填点胶原蛋白 要么直接上刀子了
不然你买一万一瓶的眼霜也是做不到有什么改善的
如果你以抗老为主，想改善严重肤质最简单的直接选这种主打抗皱功效的眼霜就可以了：
眼周不敏感 能用A醇的朋友
资生堂小针管 MURAD家的 理肤泉的A醇眼霜
如果不能用A醇怕翻车又想抗老抗皱的朋友
优时颜 赫莲娜的黑绷带 野兽代码金字塔眼霜
下面如果你想改善眼周干燥干纹用一些比较滋润的眼霜话
这几款眼霜会更适合您
芭比布朗
TUCO 惜玥胜肽 兰蔻菁纯 CPB的4D  珀莱雅能量 盼丽风姿小雷达 香奈儿智慧提拉
这几款中除了bb这款其余都有一定的抗老功效
如果你又要滋润又要抗老的话选后面这些好了
最后就是我用的比较多的针对内眼角发青 熬夜感冒会加重的血管型黑眼圈 能消浮肿 提亮眼周的眼霜
珀莱雅的小夜灯 德玛森氏的VK 修丽可的VC眼霜 sing的小蓝胶这几款有用又清爽
大家看自己预算做功课就好了",,https://wx4.sinaimg.cn/large/bf5ddb0dgy1hvu41zafdfj23tt5ewu17.jpg,,,2024-11-21T20:12:59,iPhone 16 Pro Max,520,81,99,,,2024-11-21 20:12:59,7747790913
5103236161214911	,P1mbC563l,转发微博,,,,,2024-11-21T19:49:37,iPhone客户端,0,0,0,,,2024-11-21 19:49:37,False,5630198189,莓柿珍莓柿,5051736946115307	,OlHUGpERZ,"断断续续韩国轮廓攻略四年，主颧骨颧弓方面功课而言：琦林、njh、cooki、女神、mdy、巴诺吴和老吴算是我20年开始持续关注的，近两年有关注345、芭堂、BT等医院。供轮廓初入门者参考。时间跨度较长，可能有记混或者没有及时更新的。（图片侵删）
 Cooki：highL，截骨线靠近眼眶骨，颧弓后端上提固定。看俯拍ct，耳前一个球的，基本就是cooki，这代表面中缩窄、折叠度会增加，可保留45度，耳前骨可以磨，但后端基本变化不大，不适合耳前骨凸出条件差，大头阔面的，如果阔面（大阔面大阔面大阔面）做三件套，可能会有点外星脸（因为下颌下巴比颧骨颧弓更狠，普通条件还是能做协调的）。下颌角外板劈到颏侧，下巴能出好效果。cooki也有很多本人好看的神仙野生，我知道几个，做完三件套轮廓轮廓好看很幼态，短脸。
 女神：highL，截骨线靠近眼眶骨，相对其他High L角度偏大偏垂直，颧弓后端上提固定（也见过一个平行固定的案例Ct）。网传颧弓推不进去，看CT，截骨很靠后，斜切耳前骨，颧弓后端也是加深固定，仰拍Ct固定处窄于关节，接触的野生大多推进去了，术后全脸最宽是太阳穴与颞部，因为上提术式会挤压脂肪会微膨出，适合太阳穴和颞部术前就不饱满的集美，钉子在耳前骨位置，能摸到。有野生反映院长有顺手的问题，两边推进去的程度有差异，上提角度有差异。（个别、肉眼看不明显）医院说术中会顺手和筋膜提升固定一起进行，会减少皮肤下垂程度。权院长的下颌下巴比起环切更擅长截骨，下颌刀工一般，外板大多仅劈下颌角部分。
巴诺吴和老吴wmj：两大狠人一起讲，去骨多，大多是二推和要求极致的姐妹找，highL，老吴wmj横切耳前骨、末端固定在耳前骨靠前内侧（颅骨），可断喙突（不取like李金清，有后期长愈合影响张嘴的小概率风险，彭喆是断喙突取出）。巴诺吴有三种术式可选择。相比之下老吴比巴诺吴更极致，销售话术是他的颧骨术士不同于其它家的术士，无论初脸还是修复，两侧颧弓都可以各内推15毫米左右，同时缩短面中，骨膜提升，高光点內移，看到的野生确实都挺幼的，也有因为去骨和推的多很垂的，做完几乎没有二推或修复空间。巴诺有感染黑料，听说越来越保守了，野生对比巴诺吴比老吴略垂（去骨多都会垂）。有博主分享老吴面诊术式升级，不会下垂还能提升。（具体效果暂无反馈）这两家下颌下巴都一般，靠颧骨出名。
 345：highL，截骨线靠近眼眶骨，平行/微上提固定，自然风，ct漂亮，下颌下巴刀工利落，Ct和女神颧弓后端处理相似，靠后斜切，能解决一点耳前骨宽度，斜切角度比女神家平缓，后端效果类似，也有顺手问题，Ct左侧做的更漂亮，345朴院长是前巴诺出身，截骨线角度和巴诺吴90%相似，保守版，对颧骨颧弓审美觉得颧骨应该是面部最宽点（类似郭军审美），提倡流畅就好，不愿意挤压颧脂垫，导致太阳穴过于凹陷或颧骨块过大的无法推平/流畅。 大崎岖颧弓和太阳穴极度凹陷的不要找。
芭堂：芭堂23年下半年开始在中国火起来，据英玉说医院之前主要做韩国本土客户，轮廓院长经验丰富，术式是颧弓内推平行固定，今年有开始上提固定了，颧骨截骨位置靠下，不靠近眼眶骨，颧骨截骨处上下都固定，颧弓后端相对不够靠后，后轮廓改善小，耳前骨可以磨，有几个不错的野生案例。下颌风格和女神类似。她家把带下巴的环切当特色宣传，说改短脸，缩小面部留白。其实挺多医院也能做的哈哈哈。英玉人很好，建议很中肯，问起下垂回答是“颧骨本身中间部分组织都是不剥离 是前后手术部分剥离，不太会下垂”
Mdy：highL,无缝隙颧骨，钛钉固定，ct漂亮，颧弓后端相对不够靠后，后端宽度变化不大，颧骨颧弓效果一般，下颌下巴不错，劈外板能劈到下颌颏侧，刀工利落。截骨做的少，擅长环切，主推环切，较少截骨，她家下颌下巴在整圈极致审美的人群经常拿来与老吴颧骨颧弓搭配。
琦林：20年种草的第一家，当时比较有热度，价格也优惠，面部不切口，口内进行，颧弓后端不固定，颧骨处多处固定，比较老的颧骨术式，当年那一波冲的小伙伴反映颧弓推不太进去，有反映大骨缝的黑料（因为后端不固定，卡在耳前骨，有因为嚼硬物或运动导致后端移位影响颧骨骨缝愈合的风险）就没再关注了，下颌下巴刀工还行，中规中矩。前段时间刷到个绮林的美女顾客vlog，肉眼看还不错，可能先天条件就挺好。
 Njh:颧弓后端可以上提可以平行固定，改善小，印象中好像是不去骨，打磨耳前骨，普遍评价改善小，近年野生案例不多，ct看的不多。
21：民宿看了几个Ct,高位截骨，颧弓截骨不够靠后，外轮廓宽度无改变，下颌下巴刀工还不错，中规中矩，非极致派。
颧骨颧弓手术，先天条件（关节宽度/头宽/眼眶骨宽度）是决定因素，下颌下巴手术，要看神经线和骨厚度，期待值要放低，确定自己的诉求底线，选择适合自己的医生和术式，并沟通到位，其他就看医生发挥了。#轮廓##韩国轮廓整形# #颧骨内推#",,"https://wx1.sinaimg.cn/large/00691JKdgy1ht97f8i8d1j30hg0hggnf.jpg,https://wx4.sinaimg.cn/large/00691JKdgy1hr9rslut0gj30wi0f3djo.jpg,https://wx1.sinaimg.cn/large/00691JKdgy1hr9rslgfp2j30re12c463.jpg,https://wx2.sinaimg.cn/large/00691JKdgy1ht97kly4rlj30wi1j3qao.jpg,https://wx4.sinaimg.cn/large/00691JKdgy1ht979vcu09j31bf0lzwoj.jpg,https://wx4.sinaimg.cn/large/00691JKdgy1hr9rsml0rmj31hc0u0wpg.jpg,https://wx2.sinaimg.cn/large/00691JKdgy1hr9rsm6shxj30wi0fq78s.jpg",,,2024-07-02T17:10:06,iPhone客户端,78,14,95,"轮廓,韩国轮廓整形,颧骨内推",,2024-07-02 17:10:06,6406200261
5105575409484067	,P2l2ADNeP,正颌➕轮廓,,,,,2024-11-28T06:44:57,iPhone客户端,0,0,0,,,2024-11-28 06:44:57,False,6164012236,qq女孩的变美记录,4459997183990640	,IpaNEgK9a,"我再重复一下我的个人观点：正颌和轮廓分开做，正颌和轮廓分开做，正颌和轮廓分开做。而且正颌术后1年左右稳定后，带着术后正畸的牙套做轮廓。
正颌术后带来的变化是颌面上的，而且往往不能完全准确预测，正颌术后颌面和轮廓的关系一定会变，所以几乎不可能在术前预估设计正颌➕轮廓的手术方案。正颌与轮廓同时手术，我认为是过于大胆激进的。
PS：颌面与轮廓的关系变化举例：下颌后缩会显得颧骨45度角很高，但是下颌一旦前移，颧骨45度角会看起来不那么高了。
这样术前几乎不可能同时设计如何做轮廓和颌面。
正颌术后一年左右稳定后，尽量带着牙套做轮廓，预防轮廓形成凸嘴后无法调整。目前看，无论是做颧骨还是下颌角，都有可能凸嘴。
虽然也有医生认为摘掉牙套后做轮廓更好，更利于排除牙套脸带给轮廓方案设计的干扰，但是我觉得万一凸嘴再重新戴一次牙套太不划算。
再多啰嗦一点，包括颏，也就是下巴，我认为也可以放在轮廓里考虑，而不是正颌术中直接加入颏成型。
以上纯属个人见解，仅供参考。",,https://wx2.sinaimg.cn/large/006J9zacgy1gau0hhqoydj30ku0rqmz5.jpg,,,2020-01-12T19:47:34,iPhone客户端,105,51,106,,,2020-01-12 19:47:34,6493379696
5105514188637271	,P2jrQAeWP,"不洋气也没什么不好。现实生活土的也有市场，看起来pu比较低。总有人贪恋贤惠。
颧骨靠前脸跟盆地似的。家务事都要做，发脾气没人理。洋气的 那是别人都🉐哄着。所以为了省事儿，土的也有市场。。 ",,,,,2024-11-28T02:41:41,,49,12,14,,,2024-11-28 02:41:41,True,,,,,,,,,,,,,,,,,,7555035745
5105497856803276	,P2j1vsxQg,颧骨靠上只对头脸很小的明星可能成立吧。 给普通人估计都是丑哭。  相比于成人时期，婴儿的颧骨更靠下更招人喜欢。成年人相对于婴儿颧骨靠上更讨人嫌。 ,,,,,2024-11-28T01:36:47,,12,2,0,,,2024-11-28 01:36:47,True,,,,,,,,,,,,,,,,,,7555035745
5105136238068718	,P29CfxR2C,"好看的弄这种变装反差才有效果。你得要头小吧，你得瞳距远吧，你得颧骨靠后吧😂。还要脸短吧。加个滤镜能变好看那必然也是要底子的
 图三造型师是颧骨靠前的。模特颧骨靠后。 那颧骨靠前的便是怎么包装也不会🈶好看的惊艳的效果的。。 ",,"https://wx2.sinaimg.cn/large/008fi9Vfgy1hw05u1oqysj30wi1yck1u.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw05u12k0lj310m25ras5.jpg,https://wx3.sinaimg.cn/large/008fi9Vfgy1hw05u261z8j310m24v4h6.jpg,https://wx4.sinaimg.cn/large/008fi9Vfgy1hw05u2siikj310o25htq0.jpg",,,2024-11-27T01:39:50,,23,13,2,,,2024-11-27 01:39:50,True,,,,,,,,,,,,,,,,,,7555035745
5104661025260625	,P1XfMm4wN,"颧骨一靠前就是大气 。 砥砺。 农民。 社畜 。负重前行。
一靠后就是 擦边 。洋气 。时髦 。chic。 冲冠一怒为红颜祸国殃民😹 ",,,,,2024-11-25T18:11:31,,54,8,6,,,2024-11-25 18:11:31,True,,,,,,,,,,,,,,,,,,7555035745
5102803490704930	,P1aVL2XnQ,立体甜美的颧骨有骨量但是位置非常靠后。 所以说白人有颧骨很高级亚洲人都在去颧骨亚洲人错了这些说法很傻。 因为好看的白人她们颧骨靠后的程度远超你的想象。 ,,"https://wx3.sinaimg.cn/large/008fi9Vfgy1hvspxcr1vjj30u011i48c.jpg,https://wx3.sinaimg.cn/large/008fi9Vfgy1hvspxe1ohmj30u011in7w.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvspxeucu6j30qo0xck2z.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvspxf6mmtj30k00d877p.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvspxflb6dj31jk104gz1.jpg,https://wx2.sinaimg.cn/large/008fi9Vfgy1hvt8j05702j30kg0uodis.jpg",,,2024-11-20T15:10:20,,41,12,4,,,2024-11-20 15:10:20,True,,,,,,,,,,,,,,,,,,7555035745
5105706141746118	,P2ors7kfc,"babitalk上看到的NJH的案例 ，从案例上来看，改善比较自然，颧骨可以很好的降低下来，甚至眼眶骨高的也有处理到（他家是打磨眼眶骨的，只要有需要），颧弓比较自然的感觉，不会完全推平，适合重点改善颧骨高度的，颧弓留一点的！不过民宿看到的两个女孩子颧弓比这些案例更窄，极致一点，颧骨也平了，本人都很满意 ，有一个女孩子甚至像老吴做的那么窄... 他家耳前骨第一次就会给打磨，韩国人颧骨450W韩币，中国人550万韩币能退税，他家他是high L ，网上骨片CT实在是太少，他家根据要求去骨或者不去骨，眼眶骨高的话会比较适合 
韩国·首尔江南区",,"https://wx4.sinaimg.cn/large/007aW7Dagy1hw1z0oueicj32nm3jinpd.jpg,https://wx3.sinaimg.cn/large/007aW7Dagy1hw1z0q0gvrj32nm3jihdt.jpg,https://wx3.sinaimg.cn/large/007aW7Dagy1hw1z0r2dyoj32nm3jinpd.jpg,https://wx4.sinaimg.cn/large/007aW7Dagy1hw1z0sa28oj32nm3jikjl.jpg,https://wx4.sinaimg.cn/large/007aW7Dagy1hw1z0t7migj32nm3jib29.jpg,https://wx4.sinaimg.cn/large/007aW7Dagy1hw1z0uh7zuj32nm3jiqv5.jpg,https://wx2.sinaimg.cn/large/007aW7Dagy1hw1z0vk49gj32nm3jiqv5.jpg,https://wx2.sinaimg.cn/large/007aW7Dagy1hw1z0wlw3oj32nm3jinpd.jpg,https://wx2.sinaimg.cn/large/007aW7Dagy1hw1z0np44gj32nm3jiu0x.jpg,https://wx3.sinaimg.cn/large/007aW7Dagy1hw1z0xvij9j32nm3jiqv5.jpg",,韩国·首尔江南区,2024-11-28T15:24:26,iPhone客户端,0,0,1,,,2024-11-28 15:24:26,True,,,,,,,,,,,,,,,,,,6574545544
