id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,完整日期,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户,源微博完整日期
5105782972747212	,P2qrnbwFS,"确实让人难以置信，但是确实都是真实存在的价格！！//@Amy素个吃货:复制amyshop1113加入我们！！//@Amy素个吃货:店铺首页可以直接跳转新品哦 
评论配图",,,,,2024-11-28T20:29:44,iPhone 14 Pro Max,1,1,0,,"Amy素个吃货,Amy素个吃货",2024-11-28 20:29:44,False,1621567465,Amy素个吃货,5105776647474054	,P2qhavmlg,"zhuan+👍🏻抽3个姐妹送sk绝版护手霜
疯狂星期五又如约而至了！！悦薇水乳LP科颜氏娇兰都便宜到这种价格了你敢信？身体护理也安排了薇姿馥绿德雅欧莱雅的返场，abib面膜必买，我每次去韩国都得囤，sd润唇膏超级特价，悠莱fresh也都回归啦，羽心堂的美价不允许你们错过！！其他的点进来看哈，性价比都巨高！！",,"https://wx1.sinaimg.cn/large/60a727e9gy1hw276wayb2j20xc4c7e84.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw276rkbgyj20xc1use81.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw276xr0w7j20xc29vu0x.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hw276zl7g7j20xc2asu0x.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw2771u8nbj20xc2atu0x.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hw27738ltqj20xc1vfhdt.jpg,https://wx3.sinaimg.cn/large/60a727e9gy1hw2774wvyuj20xc2ai4qq.jpg,https://wx3.sinaimg.cn/large/60a727e9gy1hw2777i9zcj20xc1ukkjl.jpg,https://wx3.sinaimg.cn/large/60a727e9gy1hw27794wf4j20xc1ufqv5.jpg",,,2024-11-28T20:04:36,iPhone 14 Pro Max,88,27,81,,,2024-11-28 20:04:36
5103842692173123	,P1BXT97kn,这个vc精华太好用了，晚上的时候差不多按摩几分钟就全部吸收了，吸收之后甚至不需要涂其他的护肤品都可以，最重要的是第二天起来脸太亮了！！推荐可以搭配一下我卖的刮痧板，效果更好 ,,https://wx3.sinaimg.cn/large/006FdSifgy1hvw1ck80j8j31o0280x3t.jpg,,,2024-11-23T11:59:45,iPhone 14 Pro Max,11,18,1,,,2024-11-23 11:59:45,True
5103648908512214	,P1wVkzIpM,哈哈哈哈哈,,,,,2024-11-22T23:09:43,iPhone 14 Pro Max,5,0,0,,,2024-11-22 23:09:43,False,1876879003,这是一个很高冷的ID,5102794470068430	,P1aHd0hNI,"哈哈哈这个视频真的笑死我了！妹猪被妈妈拖走好笑程度1000%
妹猪伸手向外公求助好笑程度1000000%
外公看到之后和她拜拜好笑程度1000000000%
妹猪：？？？我和你说help你跟我说bye？！ 
这是一个很高冷的ID的微博视频
 ",,,"https://f.video.weibocdn.com/o0/7VU2sboTlx08jJBMu58k01041200e1K30E010.mp4?label=mp4_720p&template=720x1184.24.0&ori=0&ps=1CwnkDw1GXwCQx&Expires=1732880383&ssig=cJSIfiaDFF&KID=unistore,video",,2024-11-20T14:34:30,微博视频号,7701,318,3330,,,2024-11-20 14:34:30
5103636432295301	,P1wBd9D6Z,之前卖了几千盒的光季面膜，这个价格求你狠狠码！！！可遇不可求！售完无补哦 ,,https://wx2.sinaimg.cn/large/006FdSifgy1hvvdnrzgrij30zu25onpd.jpg,,,2024-11-22T22:20:09,iPhone 14 Pro Max,7,5,0,,,2024-11-22 22:20:09,True
5103550809507898	,P1un6DTrc,适乐肤今晚有！！一瓶在手，全家拥有！！,,,,,2024-11-22T16:39:55,iPhone 14 Pro Max,2,0,0,,,2024-11-22 16:39:55,False,6229437737,阿妍的种草机,5102755291336024	,P19G15ByM,"修复面霜分享
🌟适乐肤C乳
四季通用，各种肤质都适用，全身可用。
日常维稳神器：
用它后，肌肤的稳定状态肉眼可见，身上出现红痒也能迅速消退，让肌肤恢复健康状态。
—
🌟雅漾修护霜
日常护肤&急救
在护肤的最后一步，涂抹于全脸，为肌肤建立起一个强健的屏障，帮助降低皮肤敏感度，修复肌底，维持肌肤稳定。
—
🌟理肤泉B5修复霜
烂脸急救小妙招：
取适量修复霜，厚厚地涂抹在脸上，当作面膜使用，保持大约15分钟。然后用湿巾轻轻擦掉，再涂抹一层修护类面霜，为肌肤提供深层的滋养与修护。
对于红痘、小面积泛红，可局部厚厚涂抹一层。",,"https://wx2.sinaimg.cn/large/006NA5kdgy1hvskgn7jz8j30yl1a4q6e.jpg,https://wx1.sinaimg.cn/large/006NA5kdgy1hvskgniqvij30yl1a4djn.jpg,https://wx2.sinaimg.cn/large/006NA5kdgy1hvskgo76jbj30yl1a40wx.jpg,https://wx2.sinaimg.cn/large/006NA5kdgy1hvskgmss88j30yl1a4wic.jpg",,,2024-11-20T11:58:49,iPhone客户端,1035,218,516,,,2024-11-20 11:58:49
5103508052774202	,P1tg9bDHc,今晚见,,,,,2024-11-22T13:50:01,iPhone 14 Pro Max,3,0,0,,,2024-11-22 13:50:01,False,1621567465,Amy素个吃货,5103223675033158	,P1lRtl7lY,"zhuan➕👍🏻抽三个姐妹送绝版sk护手霜！！
又到上新日啦！
同样的狠货很多的一期，比如200➕的时光琉璃，比如99的murad精华，还有久违的香奶奶sisley洗发水，欧奶奶发膜卸妆油也都安排啦，还有各种特价，点进来看哦
 ",,"https://wx3.sinaimg.cn/large/60a727e9gy1hvu279e0a3j20xc4mwhdw.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hvu27a5vgrj20xc26ie81.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hvu27baotsj20xc2mq4qp.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hvu277re0mj20xc286e3e.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hvu27cg13sj20xc27fkfd.jpg,https://wx1.sinaimg.cn/large/60a727e9gy1hvu27ddt61j20xc2pc1kx.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hvu27fesxtj20xc2nf1ky.jpg,https://wx4.sinaimg.cn/large/60a727e9gy1hvu27e1dj0j20xc2n6qv5.jpg,https://wx2.sinaimg.cn/large/60a727e9gy1hvu27enjpij20xc2kwqv5.jpg",,,2024-11-21T19:00:00,iPhone 14 Pro Max,130,43,132,,,2024-11-21 19:00:00
5103475179127284	,P1sp7Ciqg,"今天的课太难了，我感觉在听天书
 ",,https://wx1.sinaimg.cn/large/006FdSifgy1hvuv523lbdj30u01407gt.jpg,https://video.weibo.com/media/play?livephoto=https%3A%2F%2Flivephoto.us.sinaimg.cn%2F000oRgY9gx08jMBBdAli0f0f01003Chs0k01.mov,,2024-11-22T11:39:23,iPhone 16 Pro Max,3,1,0,,,2024-11-22 11:39:23,True
5103438918584879	,P1rsDA1jN,"今天的省钱项目‼️‼️‼️一定一定要买
错过这个你都会后悔！！
各大直播间都买不到的抄底价
快点冲，绝对无补！
这个油的特价非常稀缺！！
上个月博主直播一瓶还要卖💰239
这个月我们直接骨折价
这还是掰头好久才来的好价格！！
大家悄咪咪买就完事了！ ",,"https://wx1.sinaimg.cn/large/006FdSifgy1hvuqysf07pj30po1fpk1m.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvuqysy7k7j30zk1bfdk7.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvuqyuq09oj30zk251tgs.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvuqyztaxjj30zk1ben14.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvuqz0pz8oj31lw256duz.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvuqyzavpkj31lw256trr.jpg",,,2024-11-22T09:15:18,iPhone 14 Pro Max,5,8,1,,,2024-11-22 09:15:18,True
5103262762011382	,P1mSw8rfE,"这次有murad的小可爱
murad精华应该是我店铺a醇卖的最好的精华了，复购第一的那种，这次是套装拆卖的，所以价格会更可爱，而且如果喜欢a醇这个成分又不知道自己能不能用这成分的姐妹这次也可以试试，99的入门门槛，真的可以让所有人都体验到顶级a醇抗老去纹的神奇魅力了 ",,"https://wx1.sinaimg.cn/large/006FdSifgy1hvu6o0xm0ej30u0140jwk.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvu6o1feszj30u0140aec.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvu6o2p0clj30u0140jvz.jpg",,,2024-11-21T21:35:19,iPhone 16 Pro Max,6,1,0,,,2024-11-21 21:35:19,True
5103259622572700	,P1mNsaNha,"可以拍啦，因为价格太低怕被投诉，所以在这里拍哈
//@败家是一种美德啊:这里 
评论配图",,,,,2024-11-21T21:22:50,iPhone 14 Pro Max,2,0,0,,败家是一种美德啊,2024-11-21 21:22:50,False,5672212831,饭饭生活家,4776969403369686	,Lwikce8BM,"这个夏天！扁塌油头就靠这些洗发水了！！
丝宣芭
康如
贝伊丝
马林狗子
off&relax
格乐喜#爱用物分享# #春夏出游攻略# ",,"https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpwyljybj60u013z0xc02.jpg,https://wx4.sinaimg.cn/large/006bS1FJgy1h2rpwyl4sdj60u013zjuz02.jpg,https://wx3.sinaimg.cn/large/006bS1FJgy1h2rpwymbn2j60u013zaev02.jpg,https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpwymbbbj60u013zn0t02.jpg,https://wx2.sinaimg.cn/large/006bS1FJgy1h2rpxrroq4j60a00a00t302.jpg,https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpwyl50cj60u013zwid02.jpg,https://wx4.sinaimg.cn/large/006bS1FJgy1h2rpwym53fj60u013zgp902.jpg,https://wx3.sinaimg.cn/large/006bS1FJgy1h2rpwyl0vrj60u013ztbt02.jpg,https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpxkygjdj60u0140n2y02.jpg",,,2022-06-05T12:02:00,微博 weibo.com,804,26,323,"爱用物分享,春夏出游攻略",,2022-06-05 12:02:00
5103254620346025	,P1mFo1s13,"又自留了
这只tf100色好看诶 ",,"https://wx3.sinaimg.cn/large/006FdSifgy1hvu5stry1vj30u0140thd.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvu5sta92fj30u0140qdw.jpg",,,2024-11-21T21:02:58,iPhone 16 Pro Max,14,18,0,,,2024-11-21 21:02:58,True
5103248895377986	,P1mw9mz3I,"新旧交替，所以今年的龙虎山新品已经妥妥当当
正好我自己那个碎掉的戒指也要寄回去化解
今年还有开光过的香哦，一盒招财一盒守财，我准备每天点起来！！保佑我
 ",,"https://wx4.sinaimg.cn/large/006FdSifgy1hvu54e188ej30zk1bfq6h.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvu54egunoj30zk1bfgo5.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvu54evk6rj30np0vljsy.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvu54dgl7bj30np0vlabk.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvu54fzajkj30zk1bfdit.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvu54ghghbj30zk1bfgoi.jpg",,,2024-11-21T20:40:13,iPhone 14 Pro Max,9,11,0,,,2024-11-21 20:40:13,True
5103193358338259	,P1l4zyZa3,看一下图4！！！今晚特价！！只要39.9但是两个就差不多是一个正装量了,,,,,2024-11-21T16:59:32,iPhone 16 Pro Max,4,1,1,,,2024-11-21 16:59:32,False,5672212831,饭饭生活家,4776969403369686	,Lwikce8BM,"这个夏天！扁塌油头就靠这些洗发水了！！
丝宣芭
康如
贝伊丝
马林狗子
off&relax
格乐喜#爱用物分享# #春夏出游攻略# ",,"https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpwyljybj60u013z0xc02.jpg,https://wx4.sinaimg.cn/large/006bS1FJgy1h2rpwyl4sdj60u013zjuz02.jpg,https://wx3.sinaimg.cn/large/006bS1FJgy1h2rpwymbn2j60u013zaev02.jpg,https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpwymbbbj60u013zn0t02.jpg,https://wx2.sinaimg.cn/large/006bS1FJgy1h2rpxrroq4j60a00a00t302.jpg,https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpwyl50cj60u013zwid02.jpg,https://wx4.sinaimg.cn/large/006bS1FJgy1h2rpwym53fj60u013zgp902.jpg,https://wx3.sinaimg.cn/large/006bS1FJgy1h2rpwyl0vrj60u013ztbt02.jpg,https://wx1.sinaimg.cn/large/006bS1FJgy1h2rpxkygjdj60u0140n2y02.jpg",,,2022-06-05T12:02:00,微博 weibo.com,804,26,323,"爱用物分享,春夏出游攻略",,2022-06-05 12:02:00
5102902908291022	,P1dw6yMSa,"人真的不能生病
我就一轻微的感冒，这一周都过的浑浑噩噩，转眼竟然周四了，感觉什么都没做，每天没力气
从小我就特别容易生病，尤其容易发烧，一言不合就发烧
小时候经常泡在医院吊水，长大之后，比小时候好了一点点🤏🏻，但是也是比其他人会弱很多，真的好惨
 ",,,,,2024-11-20T21:45:23,iPhone 14 Pro Max,13,14,0,,,2024-11-20 21:45:23,True
5102900482672934	,P1dscbdlQ,"那个………快秃头的姐妹，你们有救了！！
加🛒！周五有郝柏娜硅素增发胶囊！这款性价比超高，一个月的量，做成胶囊后方便多了！核心成分水溶性硅素0.4纳米，容易被人体吸收！滋养毛囊，改善脱发、掉发同时还能生发！安全到孕妇👩🍼哺乳期都可以服用！ ",,"https://wx3.sinaimg.cn/large/006FdSifgy1hvt14ofetmj31401hcn5f.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvt14ovpzaj31401hcdo7.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvt14nw6r7j31401hcdp5.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvt14p803dj31401hcdon.jpg",,,2024-11-20T21:35:45,iPhone 14 Pro Max,5,6,1,,,2024-11-20 21:35:45,True
5102870829471547	,P1cGmDJYT,"今晚记得抢这个
599，不抢就是亏 ",,"https://wx2.sinaimg.cn/large/006FdSifgy1hvsxq9c5zgj30sc0scdkb.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvsxq8umvuj30zk1bfwia.jpg",,,2024-11-20T19:37:55,iPhone 14 Pro Max,2,3,0,,,2024-11-20 19:37:55,True
5102822603358291	,P1bqAe5DZ,"看到这个欧舒丹礼盒没有？
年底要送人的，可以果断买起来了，就是数量很少，真的很少
 ",,"https://wx1.sinaimg.cn/large/006FdSifgy1hvss6m000uj321c320u0x.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvss6nq7hij321c3201ky.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvss6kesp0j321c320kjm.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvss6pr635j321c320b2a.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvss6tvxi1j321c320x6p.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvss6sc5vfj321c3204qq.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvss6vqat8j321c320u0x.jpg",,,2024-11-20T16:26:16,iPhone 14 Pro Max,6,8,0,,,2024-11-20 16:26:16,True
5102810678691976	,P1b7lAtba,还没满月就出来打工的可爱崽崽，出门带着也太方便了！！！周五见 ,,https://wx4.sinaimg.cn/large/006FdSifgy1hvsqtavr21j31o0280nl0.jpg,,,2024-11-20T15:38:54,iPhone 14 Pro Max,8,3,0,,,2024-11-20 15:38:54,True
5102805583135089	,P1aZ8d9zX,"今晚见 
查看图片",,,,,2024-11-20T15:18:38,iPhone 14 Pro Max,3,0,0,,,2024-11-20 15:18:38,False,6105933739,败家是一种美德啊,5102532894392913	,P13TjiqNr,"要过期了！！但是国外可以延长2年
29.9一个，99.9四个。拿去擦脖子吧，把脖子的纹路去一去
 ",,"https://wx2.sinaimg.cn/large/006FdSifgy1hvruwj3glsj30zk1be7h1.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvruwjifghj30zk1ben3w.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvruwjs9mfj30zk0zk78o.jpg",,,2024-11-19T21:15:05,iPhone 14 Pro Max,6,7,2,,,2024-11-19 21:15:05
5102793647982026	,P1aFSxuum,"200多的时光琉璃眼霜，当然是加购啦
这么便宜，必须买买买！！ ",,https://wx2.sinaimg.cn/large/006FdSifgy1hvsouxnzaij31hc1z4h2i.jpg,,,2024-11-20T14:31:13,iPhone 14 Pro Max,7,11,0,,,2024-11-20 14:31:13,True
5102792975322674	,P1aENmkFA,"M面霜我又订到了一批！！！
之前没有买到的姐妹，等我一下哦
到货了就上，这次还有防晒一起
 ",,,,,2024-11-20T14:28:33,iPhone 14 Pro Max,7,1,0,,,2024-11-20 14:28:33,True
5102567776323074	,P14NzqwV4,这个点，我也不是故意的，但是新味道真的好吃，后天复团，新味道也来了，依然是限时限量供应！ ,,"https://wx1.sinaimg.cn/large/006FdSifgy1hvryxbbaxqj31o0280b29.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvryxc3xgnj31o02807vn.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvryx8wjzgj31o02801kx.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvryxd5f6bj31o02801kx.jpg",,,2024-11-19T23:33:41,iPhone 14 Pro Max,8,2,0,,,2024-11-19 23:33:41,True
5102532894392913	,P13TjiqNr,"要过期了！！但是国外可以延长2年
29.9一个，99.9四个。拿去擦脖子吧，把脖子的纹路去一去
 ",,"https://wx2.sinaimg.cn/large/006FdSifgy1hvruwj3glsj30zk1be7h1.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvruwjifghj30zk1ben3w.jpg,https://wx3.sinaimg.cn/large/006FdSifgy1hvruwjs9mfj30zk0zk78o.jpg",,,2024-11-19T21:15:05,iPhone 14 Pro Max,6,7,2,,,2024-11-19 21:15:05,True
5102532183462518	,P13SaewL4,"本周的新品预告来啦，可以狠狠加购了
 ",,"https://wx2.sinaimg.cn/large/006FdSifgy1hvruu34gavj30zu25okjl.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvruu1sxdaj30zu25okjl.jpg,https://wx4.sinaimg.cn/large/006FdSifgy1hvruu4eqgwj30zu25oe81.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvruu6341nj30zu25okjl.jpg,https://wx2.sinaimg.cn/large/006FdSifgy1hvruu7ju0ej30zu25oe81.jpg",,,2024-11-19T21:12:15,iPhone 14 Pro Max,11,6,0,,,2024-11-19 21:12:15,True
5102499245595748	,P1312ntI0,"大姨妈各种不通，用真不二的坐垫坐了两天，姨妈下来了
 ",,,,,2024-11-19T19:01:23,iPhone 14 Pro Max,9,4,0,,,2024-11-19 19:01:23,True
5102487842851078	,P12IEbXH8,"彻底倒闭价格，只能ktt清，不然被其他公域客户知道会爆炸
泥石流级别清仓，真的救命啊！！！！
REN最贵的单品！！！
三叶鬼针草植物A抗老面霜大跳水
500多到39.9带走一瓶，99.9带走4瓶！！！吓死我了，我说实话，这年头你喝杯奶茶都比这贵了。。。 ",,"https://wx1.sinaimg.cn/large/006FdSifgy1hvrppsutu0j315d0wlq78.jpg,https://wx1.sinaimg.cn/large/006FdSifgy1hvrpptaxlrj30m80pqjt4.jpg",,,2024-11-19T18:16:04,iPhone 14 Pro Max,19,9,1,,,2024-11-19 18:16:04,True
5102435065923152	,P11lwoQSI,这个妈妈和.baby的对比也太可爱了吧，好萌，这么小就出来打工的小可爱呢！！ ,,https://wx1.sinaimg.cn/large/006FdSifgy1hvrjocbc6fj30rs0rsdsn.jpg,,,2024-11-19T14:46:21,iPhone 14 Pro Max,2,2,0,,,2024-11-19 14:46:21,True
5102362283214874	,P0Zs8dukO,"最近在研究秋冬妆容服帖的小工具们，等回头整理一下告诉你们，又发现了几个很好用的小玩意，一搜微博，没一个人写
 ",,,,,2024-11-19T09:57:08,iPhone 14 Pro Max,11,2,0,,,2024-11-19 09:57:08,True
